Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
53,184,2,86,43,43,43.0,0.0,99,99,99.0,0.0,1543478.261,21739.13043,61.33333333,66.0176744,133,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,80,80,10869.56522,10869.56522,43,99,65.4,30.67246322,940.8,0,0,0,81.75,86,-1,-1,1,40,0.0,0,0,0.0,0,0,Normal Traffic
80,101297636,7,704,343,0,100.5714286,165.6319787,5792,0,1656.428571,2120.732252,121.414482,0.138206582,7792125.846,28000000.0,101000000,45,101000000,16900000.0,41200000.0,101000000,1018,101000000,16900000.0,41200000.0,101000000,45,196,232,0.069103291,0.069103291,0,5792,820.3333333,1610.957154,2595182.952,1,0,0,878.9285714,704,0,235,4,20,10990.0,10990,10990,101000000.0,101000000,101000000,DoS
80,101517400,7,357,357,0,51.0,134.9333169,7240,0,2319.0,3331.638186,117.7335117,0.118206337,9228854.545,30600000.0,101000000,1,101000000,16900000.0,41400000.0,101000000,1,152105,38026.25,66796.86225,137746,187,232,168,0.068953697,0.04925264,0,7240,919.3846154,2244.010938,5035585.09,0,0,1,996.0,357,251,235,1,32,5.0,5,5,101000000.0,101000000,101000000,DoS
443,4336114,1,6,6,6,6.0,0.0,31,31,31.0,0.0,8.532985987,0.461242486,4336114.0,0.0,4336114,4336114,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,32,0.230621243,0.230621243,6,31,14.33333333,14.43375673,208.3333333,1,0,0,21.5,6,0,939,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,98974822,6,410,410,0,68.33333333,167.3817991,5792,0,1932.5,2181.008184,121.293474,0.121242956,8997711.091,29800000.0,98800000,4,98800000,19800000.0,44200000.0,98800000,4,142459,28491.8,57093.19155,130209,47,200,200,0.060621478,0.060621478,0,5792,923.4615385,1714.479154,2939438.769,0,0,1,1000.416667,410,251,235,1,32,269.0,269,269,98800000.0,98800000,98800000,DoS
443,40295848,6,0,0,0,0.0,0.0,31,0,6.2,13.86362146,0.769310029,0.272980978,4029584.8,5161997.163,10200000,77,40300000,8059169.6,4514326.373,10200000,107,40200000,10100000.0,357602.4093,10200000,9524788,192,160,0.148898715,0.124082263,0,31,2.583333333,8.948929172,80.08333333,0,0,1,2.818181818,0,387,137,0,32,50817.0,50900,50615,10000000.0,10200000,9524788,Normal Traffic
80,98712677,6,396,378,0,66.0,152.8764207,5792,0,1656.428571,2120.732252,121.4737596,0.131695344,8226056.417,28500000.0,98600000,1,98700000,19700000.0,44100000.0,98600000,1,98700000,16500000.0,40300000.0,98700000,14,164,232,0.060782467,0.070912878,0,5792,856.9285714,1665.343045,2773367.456,1,0,0,922.8461538,396,0,235,3,20,11997.0,11997,11997,98600000.0,98600000,98600000,DoS
53,663462,4,180,45,45,45.0,0.0,81,81,81.0,0.0,515.4779022762,9.0434719698,132692.4,209816.082735094,480150,3,183309,61103.0,105789.335592015,183258,3,3,3.0,0.0,3,3,104,64,6.0289813132,3.0144906566,45,81,55.2857142857,17.5662013131,308.5714285714,0,0,0,64.5,180,-1,-1,3,20,0.0,0,0,0.0,0,0,Normal Traffic
53,43639,2,62,31,31,31.0,0.0,59,59,59.0,0.0,4124.750796,91.66112881,14546.33333,25188.92622,43632,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,40,40,45.8305644,45.8305644,31,59,42.2,15.33623161,235.2,0,0,0,52.75,62,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
389,193,2,500,250,250,250.0,0.0,163,163,163.0,0.0,4279792.746,20725.3886,64.33333333,107.0996421,188,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,64,64,10362.6943,10362.6943,163,250,215.2,47.6518625,2270.7,0,0,0,269.0,500,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,139359,2,62,31,31,31.0,0.0,93,93,93.0,0.0,1779.576489,28.7028466,46453.0,80454.62605,139354,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,40,40,14.3514233,14.3514233,31,93,55.8,33.95879857,1153.2,0,0,0,69.75,62,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,350932,13,3631,1569,0,279.3076923,557.2178486,1460,2,458.3333333,641.8599925,22101.1478,62.69020779,16711.04762,40030.59963,182804,1,350932,29244.33333,52222.45824,182804,48,309285,38660.625,86200.81327,249772,1,280,184,37.04421369,25.6459941,0,1569,337.2173913,576.4747063,332323.087,0,1,0,352.5454545,3631,29200,65535,12,20,0.0,0,0,0.0,0,0,Normal Traffic
53,193,2,82,41,41,41.0,0.0,169,169,169.0,0.0,2176165.80310881,20725.3886010363,64.3333333333,105.3676104566,186,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,40,10362.6943005181,10362.6943005181,41,169,92.2,70.1084873607,4915.2,0,0,0,115.25,82,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,31106,1,50,50,50,50.0,0.0,66,66,66.0,0.0,3729.18408,64.29627725,31106.0,0.0,31106,31106,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.14813862,32.14813862,50,66,55.33333333,9.237604307,85.33333333,0,0,0,83.0,50,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,277,2,82,41,41,41.0,0.0,57,57,57.0,0.0,707581.2274,14440.43321,92.33333333,117.1722379,225,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,40,40,7220.216606,7220.216606,41,57,47.4,8.76356092,76.8,0,0,0,59.25,82,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,4251808,5,1770,887,0,354.0,484.7365264,494,0,329.3333333,285.211033,648.6652267,1.881552507,607401.1429,1455497.405,3907182,17297,4251808,1062952.0,1896188.437,3907182,106614,4029571,2014785.5,2824875.327,4012274,17297,100,60,1.175970317,0.70558219,0,887,405.0,413.0789876,170634.25,0,0,1,455.625,1770,258,703,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,83590017,17,1444,485,0,84.9411764706,156.6762069477,1400,0,324.1333333333,503.7916046863,75.4396305482,0.3828208337,2696452.16129032,4334253.18213207,10086241,42,79222327,4951395.4375,5047057.06890601,10129618,379,83557273,5968376.64285714,4798874.15928606,10118641,48,352,308,0.2033735679,0.1794472658,0,1400,191.0909090909,372.4754491604,138737.960227273,0,1,0,197.0625,1444,8192,32120,16,20,114540.375,530942,32400,9788250.5,10086241,8021252,Normal Traffic
53,23637,1,47,47,47,47.0,0.0,75,75,75.0,0.0,5161.399501,84.61310657,23637.0,0.0,23637,23637,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,42.30655329,42.30655329,47,75,56.33333333,16.16580754,261.3333333,0,0,0,84.5,47,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
56977,46,1,6,6,6,6.0,0.0,6,6,6.0,0.0,260869.5652,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,21739.13043,21739.13043,6,6,6.0,0.0,0.0,0,0,1,9.0,6,123,253,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,5285279,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.135228623,1057055.8,1639950.605,3753413,68,5285279,1761759.667,1875287.275,3753413,29937,1501946,1501946.0,0.0,1501946,1501946,104,64,0.756819082,0.378409541,0,0,0.0,0.0,0.0,0,1,0,0.0,0,8192,29200,0,20,0.0,0,0,0.0,0,0,Normal Traffic
1037,49,2,4,2,2,2.0,0.0,6,6,6.0,0.0,326530.6122,81632.65306,16.33333333,26.55811238,47,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,48,40,40816.32653,40816.32653,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
53,345,2,90,45,45,45.0,0.0,98,98,98.0,0.0,828985.5072,11594.2029,115.0,158.5023659,296,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,64,64,5797.101449,5797.101449,45,98,66.2,29.02929555,842.7,0,0,0,82.75,90,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,23715,1,56,56,56,56.0,0.0,72,72,72.0,0.0,5397.427788,84.33480919,23715.0,0.0,23715,23715,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,42.1674046,42.1674046,56,72,61.33333333,9.237604307,85.33333333,0,0,0,92.0,56,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
52553,101,1,6,6,6,6.0,0.0,6,6,6.0,0.0,118811.8812,19801.9802,101.0,0.0,101,101,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,9900.990099,9900.990099,6,6,6.0,0.0,0.0,0,0,1,9.0,6,284,252,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,51024,1,101,101,101,101.0,0.0,117,117,117.0,0.0,4272.499216,39.19724051,51024.0,0.0,51024,51024,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,19.59862026,19.59862026,101,117,106.3333333,9.237604307,85.33333333,0,0,0,159.5,101,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,47756,1,53,53,53,53.0,0.0,106,106,106.0,0.0,3329.424575,41.8795544,47756.0,0.0,47756,47756,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,20.9397772,20.9397772,53,106,70.66666667,30.59956427,936.3333333,0,0,0,106.0,53,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
50636,79,2,4,2,2,2.0,0.0,6,6,6.0,0.0,202531.6456,50632.91139,26.33333333,23.11565126,48,2,48,48.0,0.0,48,48,2,2.0,0.0,2,2,48,40,25316.4557,25316.4557,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
80,82084494,8,56,20,0,7.0,5.656854249,2920,0,1657.285714,1314.996162,142.0122051,0.182738533,5863178.143,19900000.0,74800000,1,80900000,11600000.0,28000000.0,74800000,1,1241687,206947.8333,498346.7587,1224100,30,172,152,0.097460551,0.085277982,0,2920,728.9375,1186.044264,1406700.996,0,0,1,777.5333333,56,256,229,6,20,5.0,5,5,40400000.0,74800000,6090789,DDoS
53,142832,1,45,45,45,45.0,0.0,102,102,102.0,0.0,1029.181136,14.00246443,142832.0,0.0,142832,142832,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,7.001232217,7.001232217,45,102,64.0,32.90896534,1083.0,0,0,0,96.0,45,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
88,89,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,56179.77528,22.25,34.96069221,74,1,0,0.0,0.0,0,0,76,25.33333333,42.14656965,74,1,32,104,11235.95506,44943.82022,0,0,0.0,0.0,0.0,0,0,1,0.0,0,254,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
64798,112,1,6,6,6,6.0,0.0,6,6,6.0,0.0,107142.857142857,17857.1428571429,112.0,0.0,112,112,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,8928.5714285714,8928.5714285714,6,6,6.0,0.0,0.0,0,0,1,9.0,6,913,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,30900,1,42,42,42,42.0,0.0,104,104,104.0,0.0,4724.9190938511,64.7249190939,30900.0,0.0,30900,30900,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,32.3624595469,32.3624595469,42,104,62.6666666667,35.7957166898,1281.3333333333,0,0,0,94.0,42,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
53,465076,1,46,46,46,46.0,0.0,87,87,87.0,0.0,285.9747654,4.300372412,465076.0,0.0,465076,465076,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,2.150186206,2.150186206,46,87,59.66666667,23.67136104,560.3333333,0,0,0,89.5,46,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
123,24267,1,48,48,48,48.0,0.0,48,48,48.0,0.0,3955.989616,82.41645032,24267.0,0.0,24267,24267,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,41.20822516,41.20822516,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
60149,44,3,43,31,6,14.33333333,14.43375673,6,6,6.0,0.0,1113636.364,90909.09091,14.66666667,21.1266025,39,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,60,20,68181.81818,22727.27273,6,31,11.0,11.18033989,125.0,0,0,1,13.75,43,985,0,2,20,0.0,0,0,0.0,0,0,Normal Traffic
53,185,2,76,38,38,38.0,0.0,77,77,77.0,0.0,1243243.243,21621.62162,61.66666667,101.6136474,179,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,10810.81081,10810.81081,38,77,53.6,21.36117974,456.3,0,0,0,67.0,76,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,115480971,20,1050,609,0,52.5,139.6930846,2550,0,337.9473684,712.5924871,64.69464134,0.337717978,3038972.921,4570566.904,10000000,2,115000000,6077945.842,4877417.972,10000000,2,110000000,6132150.111,5016398.459,10000000,50,412,524,0.173188707,0.164529271,0,2550,186.775,514.9220248,265144.6917,0,1,0,191.5641026,1050,8192,124,19,20,41820.5,176277,29356,9581593.583,10000000,5072833,Normal Traffic
4004,3,1,0,0,0,0.0,0.0,6,6,6.0,0.0,2000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,333333.3333,333333.3333,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
443,5763255,5,123,46,0,24.6,23.27659769,46,46,46.0,0.0,29.32370683,1.041078349,1152651.0,2435471.674,5507132,3,5763255,1440813.75,2712925.77,5507132,3,0,0.0,0.0,0,0,100,20,0.867565291,0.173513058,0,46,30.71428571,21.68497395,470.2380952,0,0,1,35.83333333,123,16437,360,2,20,233829.0,233829,233829,5507132.0,5507132,5507132,Normal Traffic
80,85033119,7,354,354,0,50.57142857,133.7994234,10136,0,2319.0,4414.366206,140.5217184,0.141121485,7730283.545,25600000.0,84900000,1,84900000,14100000.0,34700000.0,84900000,1,153480,38370.0,67523.2748,139178,83,232,168,0.082320866,0.058800619,0,10136,919.1538462,2798.476783,7831472.308,0,0,1,995.75,354,251,235,1,32,993.0,993,993,84900000.0,84900000,84900000,DoS
443,5932489,8,374,193,0,46.75,72.45244746,1646,0,632.6,843.0064057,596.208438,2.191323069,494374.0833,1649952.134,5733222,4,5932489,847498.4286,2154582.793,5733222,4,128482,32120.5,35951.58343,72669,246,172,112,1.348506504,0.842816565,0,1646,252.6428571,554.9903128,308014.2473,0,1,0,272.0769231,374,8192,62,7,20,199263.0,199263,199263,5733222.0,5733222,5733222,Normal Traffic
53,235,2,76,38,38,38.0,0.0,139,139,139.0,0.0,1506382.979,17021.2766,78.33333333,50.80682369,137,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,40,40,8510.638298,8510.638298,38,139,78.4,55.31997831,3060.3,0,0,0,98.0,76,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,92408728,13,434,434,0,33.38461538,120.3699426,2052,0,157.8461538,569.1224013,26.90222075,0.281358705,3696349.12,4975153.321,10200000,42,92200000,7681711.917,4610675.123,10200000,28715,92400000,7697472.75,4590089.379,10200000,927,424,424,0.140679352,0.140679352,0,2052,92.07407407,400.4883486,160390.9174,0,1,0,95.61538462,434,29200,939,1,32,46580.44444,107652,38776,10200000.0,10200000,10200000,Normal Traffic
8080,59,1,2,2,2,2.0,0.0,6,6,6.0,0.0,135593.2203,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,16949.15254,16949.15254,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
57326,48,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,64,0,41666.66667,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,4991,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
1094,50,2,4,2,2,2.0,0.0,6,6,6.0,0.0,320000.0,80000.0,16.66666667,27.13546265,48,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,48,40,40000.0,40000.0,2,6,3.6,2.19089023,4.8,0,1,0,4.5,4,1024,0,1,24,0.0,0,0,0.0,0,0,Normal Traffic
80,84315156,5,390,378,0,78.0,167.731929,4344,0,1656.428571,1760.597234,142.1452627,0.142323167,7665014.182,25400000.0,84200000,2,84200000,21000000.0,42100000.0,84200000,2,84300000,14100000.0,34400000.0,84200000,17,144,232,0.059301319,0.083021847,0,4344,922.3846154,1496.862916,2240598.59,1,0,0,999.25,390,0,235,2,20,10032.0,10032,10032,84200000.0,84200000,84200000,DoS
12255,4,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,40,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,5740,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,115480643,16,435,435,0,27.1875,108.75,746,0,53.28571429,199.3768865,10.22682217,0.259783798,3982091.138,4968104.399,10200000,67,115000000,7698709.533,4387682.425,10200000,183,113000000,8659187.462,3830532.365,10200000,20536,520,456,0.138551359,0.121232439,0,746,38.09677419,152.8341923,23358.29032,0,1,0,39.36666667,435,29200,340,1,32,41552.36364,93794,36156,10200000.0,10200000,10100000,Normal Traffic
443,332358,10,704,453,0,70.4,142.9399252211,1189,0,265.4,519.7545574596,6110.8804361562,45.132056397,23739.8571428571,33386.201610516,87996,4,332358,36928.6666666667,40814.873100991,90072,4,238556,59639.0,58018.6863174271,126362,405,332,168,30.088037598,15.044018799,0,1189,126.9375,306.4205103557,93893.5291666667,0,1,0,135.4,704,65535,65,5,32,0.0,0,0,0.0,0,0,Normal Traffic
53,155941,2,84,42,42,42.0,0.0,70,70,70.0,0.0,1436.4407051385,25.6507268775,51980.3333333333,90028.2482131766,155936,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,64,64,12.8253634387,12.8253634387,42,70,53.2,15.3362316101,235.2,0,0,0,66.5,84,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,115653982,18,956,433,0,53.11111111,138.2120659,746,0,99.86666667,262.3339929,21.21846527,0.285333885,3614186.937,4761624.304,10000000,133,116000000,6803175.412,4624054.304,10100000,329,111000000,7929558.714,4195968.777,10100000,20731,372,444,0.155636665,0.12969722,0,746,72.17647059,199.352356,39741.36185,0,1,0,74.36363636,956,8192,351,17,20,94563.45455,654541,36177,9997586.182,10000000,9947880,Normal Traffic
53,158,2,100,50,50,50.0,0.0,66,66,66.0,0.0,1468354.43,25316.4557,52.66666667,85.16063253,151,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,40,12658.22785,12658.22785,50,66,56.4,8.76356092,76.8,0,0,0,70.5,100,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
57529,229,3,31,31,0,10.33333333,17.89785834,0,0,0.0,0.0,135371.179,17467.24891,76.33333333,81.73330614,165,4,229,114.5,156.2705986,225,4,0,0.0,0.0,0,0,60,20,13100.43668,4366.812227,0,31,6.2,13.86362146,192.2,0,0,1,7.75,31,1013,0,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,47606,2,64,32,32,32.0,0.0,48,48,48.0,0.0,3360.920892,84.02302231,15868.66667,27480.14076,47600,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,42.01151115,42.01151115,32,48,38.4,8.76356092,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
37114,14,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,71428.57143,71428.57143,0,0,0.0,0.0,0.0,0,0,1,0.0,0,105,229,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,76459,2,12,6,6,6.0,0.0,0,0,0.0,0.0,156.9468604,26.15781007,76459.0,0.0,76459,76459,76459,76459.0,0.0,76459,76459,0,0.0,0.0,0,0,40,0,26.15781007,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,255,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,100,2,12,6,6,6.0,0.0,0,0,0.0,0.0,120000.0,20000.0,100.0,0.0,100,100,100,100.0,0.0,100,100,0,0.0,0.0,0,0,40,0,20000.0,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,254,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
88,100134151,8,496,236,0,62.0,107.4270517,207,0,54.75,94.00721857,9.327487083,0.159785646,6675610.067,25900000.0,100000000,1,100000000,14300000.0,37800000.0,100000000,1,100000000,14300000.0,37800000.0,100000000,1,184,184,0.079892823,0.079892823,0,236,55.29411765,95.34068171,9089.845588,0,0,1,58.75,496,255,2053,5,20,47.0,47,47,100000000.0,100000000,100000000,Normal Traffic
63327,205,2,37,37,0,18.5,26.1629509039,6,6,6.0,0.0,209756.097560976,14634.1463414634,102.5,70.0035713375,152,53,205,205.0,0.0,205,205,0,0.0,0.0,0,0,64,20,9756.0975609756,4878.0487804878,0,37,20.0,19.7821468333,391.3333333333,0,0,1,26.6666666667,37,115,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30883,2,48,24,24,24.0,0.0,40,40,40.0,0.0,4144.675063951,129.5210957485,10294.3333333333,17824.2461925696,30876,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,64,64,64.7605478742,64.7605478742,24,40,30.4,8.7635609201,76.8,0,0,0,38.0,48,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,115539125,16,432,432,0,27.0,108.0,1770,0,126.4285714,473.0523982,19.05847911,0.259652304,3984107.759,4966868.06,10200000,30,116000000,7702608.333,4378856.489,10200000,111,112000000,8653498.692,3833182.66,10200000,805,520,456,0.138481229,0.121171075,0,1770,71.03225806,324.7106901,105437.0323,0,1,0,73.4,432,29200,939,1,32,37901.81818,68083,33266,10200000.0,10200000,10000000,Normal Traffic
51488,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,5114,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,9459343,10,882,294,0,88.2,142.0154921,4344,0,1938.666667,2184.364316,1322.924859,1.691449396,630622.8667,1593297.982,5002680,19,4456663,495184.7778,1336066.007,4050398,19,9459283,1891856.6,2434733.821,5004611,125,328,200,1.057155872,0.634293523,0,4344,736.1176471,1530.019194,2340958.735,0,1,0,782.125,882,29200,235,3,32,0.0,0,0,0.0,0,0,DoS
58169,80,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,1,0.0,0,357,32832,0,32,0.0,0,0,0.0,0,0,Normal Traffic
443,6001647,5,135,46,6,27.0,20.1246118,46,46,46.0,0.0,30.15838819,0.999725575,1200329.4,2639826.863,5922470,4,6001647,1500411.75,2948263.473,5922470,4,0,0.0,0.0,0,0,100,20,0.833104646,0.166620929,6,46,32.42857143,18.86670032,355.952381,0,0,1,37.83333333,135,258,388,4,20,77856.0,77856,77856,5922470.0,5922470,5922470,Normal Traffic
53,38013,2,80,40,40,40.0,0.0,100,100,100.0,0.0,7365.901139,105.2271591,12671.0,21940.75361,38006,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,40,64,52.61357956,52.61357956,40,100,64.0,32.86335345,1080.0,0,0,0,80.0,80,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,80980916,9,62,20,0,6.888888889,5.30199124,10220,0,2321.4,4455.182578,144.095678,0.172880238,6229301.231,21100000.0,76300000,1,80200000,10000000.0,26800000.0,76300000,1,797210,199302.5,397947.1456,796223,15,192,112,0.111137296,0.061742942,0,10220,778.3333333,2635.644992,6946624.524,0,0,1,833.9285714,62,256,229,7,20,3850933.0,3850933,3850933,76300000.0,76300000,76300000,DDoS
53,23860,2,70,35,35,35.0,0.0,163,163,163.0,0.0,16596.81475,167.6445935,7953.333333,13730.56173,23808,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,64,64,83.82229673,83.82229673,35,163,86.2,70.10848736,4915.2,0,0,0,107.75,70,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
58724,73,3,31,31,0,10.33333333,17.89785834,0,0,0.0,0.0,424657.5342,54794.52055,24.33333333,27.97022226,56,3,17,8.5,7.778174593,14,3,0,0.0,0.0,0,0,60,20,41095.89041,13698.63014,0,31,6.2,13.86362146,192.2,0,0,1,7.75,31,1768,0,1,20,0.0,0,0,0.0,0,0,Normal Traffic
1666,14,1,0,0,0,0.0,0.0,6,6,6.0,0.0,428571.4286,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,71428.57143,71428.57143,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
39824,84048172,5,11595,8688,0,2319.0,3776.347044,371,0,76.6,164.6019441,142.51351,0.118979387,9338685.778,28000000.0,83900000,4,84000000,21000000.0,41900000.0,83900000,188,83900000,21000000.0,41900000.0,83900000,4,168,144,0.059489694,0.059489694,0,8688,1088.909091,2665.084481,7102675.291,0,0,1,1197.8,11595,235,229,2,32,11849.0,11849,11849,83900000.0,83900000,83900000,Normal Traffic
54442,4,2,37,37,0,18.5,26.1629509039,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,64,0,500000.0,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,0,1,37.0,37,972,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
46886,28079,14,18467,2920,0,1319.0714285714,1183.4307665093,6,0,4.0,3.098386677,658534.848107126,712.2760782079,1477.8421052632,5201.1313861415,22384,1,28079,2159.9230769231,6247.2337406453,22384,1,22762,4552.4,10094.5791046482,22610,3,304,144,498.5932547455,213.6828234624,0,2920,880.5238095238,1146.3917139899,1314213.96190476,0,1,0,924.55,18467,8192,357,12,20,0.0,0,0,0.0,0,0,Normal Traffic
